#,ama,title,journal,year,volume,issue,pages,doi,pmid,authors
1,"Vilmann P, Larsen SS. Endoscopic ultrasound-guided biopsy in the chest: little to lose, much to gain. Eur Respir J. 2005;25.","Endoscopic ultrasound-guided biopsy in the chest: little to lose, much to gain",Eur Respir J,2005,25,,,,,Vilmann P; Larsen SS
2,"Abouzgheib W, Nahra R, Homsi S. Safety and feasibility of identifying and sampling of mediastinal structures through the esophagus using EBUS. Chest. 2009;None. doi:10.1378/chest.136.4_MeetingsAb-stracts.110S-b.",Safety and feasibility of identifying and sampling of mediastinal structures through the esophagus using EBUS,Chest,2009,,,,10.1378/chest.136.4_MeetingsAb-stracts.110S-b,,Abouzgheib W; Nahra R; Homsi S
3,"Hwangbo B, Lee HS, Lee GK. Transoesophageal needle aspiration using a convex probe ultrasonic bronchoscope. Respirology. 2009;14.",Transoesophageal needle aspiration using a convex probe ultrasonic bronchoscope,Respirology,2009,14,,,,,Hwangbo B; Lee HS; Lee GK
4,"Herth FJ, Krasnik M, Kahn N. Combined endoscopic-endobronchial ultrasound-guided fine-needle aspiration of mediastinal lymph nodes through a single bronchoscope in 150 patients with suspected lung cancer. Chest. 2010;138.",Combined endoscopic-endobronchial ultrasound-guided fine-needle aspiration of mediastinal lymph nodes through a single bronchoscope in 150 patients with suspected lung cancer,Chest,2010,138,,,,,Herth FJ; Krasnik M; Kahn N
5,"Hwangbo B, Lee GK, Lee HS. Transbronchial and transesophageal fine-needle aspiration using an ultrasound bronchoscope in mediastinal staging of potentially operable lung cancer. Chest. 2010;138.",Transbronchial and transesophageal fine-needle aspiration using an ultrasound bronchoscope in mediastinal staging of potentially operable lung cancer,Chest,2010,138,,,,,Hwangbo B; Lee GK; Lee HS
6,"Abouzgheib W, Shweihat Y, Bartter T. Oesophageal applications of the convex curvilinear ultrasound bronchoscope; an illustrative patient series. Respirology. 2011;16.",Oesophageal applications of the convex curvilinear ultrasound bronchoscope; an illustrative patient series,Respirology,2011,16,,,,,Abouzgheib W; Shweihat Y; Bartter T
7,"Annema JT, Bohoslavsky R, Burgers S. Implementation of endoscopic ultrasound for lung cancer staging. Gastrointest Endosc. 2010;71.",Implementation of endoscopic ultrasound for lung cancer staging,Gastrointest Endosc,2010,71,,,,,Annema JT; Bohoslavsky R; Burgers S
8,"Wang KP, Feller-Kopman D, Mehta A. Endobronchial ultrasound and esophageal ultrasound: just because we can, does not necessarily mean we should. Chest. 2011;140.","Endobronchial ultrasound and esophageal ultrasound: just because we can, does not necessarily mean we should",Chest,2011,140,,,,,Wang KP; Feller-Kopman D; Mehta A
9,"Vilmann P, Hancke S, Henriksen FW. Endosonographically-guided fine needle aspiration biopsy of malignant lesions in the upper gastrointestinal tract. Endoscopy. 1993;25.",Endosonographically-guided fine needle aspiration biopsy of malignant lesions in the upper gastrointestinal tract,Endoscopy,1993,25,,,,,Vilmann P; Hancke S; Henriksen FW
10,"Silvestri GA, Hoffman BJ, Bhutani MS. Endoscopic ultrasound with fine-needle aspiration in the diagnosis and staging of lung cancer. Ann Thorac Surg. 1996;61.",Endoscopic ultrasound with fine-needle aspiration in the diagnosis and staging of lung cancer,Ann Thorac Surg,1996,61,,,,,Silvestri GA; Hoffman BJ; Bhutani MS
11,"Krasnik M, Vilmann P, Larsen SS. Preliminary experience with a new method of endoscopic transbronchial real time ultrasound guided biopsy for diagnosis of mediastinal and hilar lesions. Thorax. 2003;58.",Preliminary experience with a new method of endoscopic transbronchial real time ultrasound guided biopsy for diagnosis of mediastinal and hilar lesions,Thorax,2003,58,,,,,Krasnik M; Vilmann P; Larsen SS
12,"Kang HJ, Hwangbo B, Lee GK. EBUS-centred versus EUS-centred mediastinal staging in lung cancer: a randomised controlled trial. Thorax. 2013;None. doi:10.1136/thoraxjnl-2013-203881.",EBUS-centred versus EUS-centred mediastinal staging in lung cancer: a randomised controlled trial,Thorax,2013,,,,10.1136/thoraxjnl-2013-203881,,Kang HJ; Hwangbo B; Lee GK
13,"Oki M, Saka H, Ando M. Transbronchial versus yransesophageal needle aspiration Uusing an ultrasound bronchoscope for the diagnosis of mediastinal lesions: a randomized study. Chest. 2014;None. doi:10.1378/chest.14-1283.",Transbronchial versus yransesophageal needle aspiration Uusing an ultrasound bronchoscope for the diagnosis of mediastinal lesions: a randomized study,Chest,2014,,,,10.1378/chest.14-1283,,Oki M; Saka H; Ando M
14,"Medford AR, Agrawal S. Single bronchoscope combined endoscopic-endobronchial ultrasound-guided fine-needle aspiration for tuberculous mediastinal nodes. Chest. 2010;138:1274.",Single bronchoscope combined endoscopic-endobronchial ultrasound-guided fine-needle aspiration for tuberculous mediastinal nodes,Chest,2010,138,,1274,,,Medford AR; Agrawal S
15,"Araya T, Demura Y, Kasahara K. Usefulness of transesophageal bronchoscopic ultrasound-guided fine-needle aspiration in the pathologic and molecular diagnosis of lung cancer lesions adjacent to the esophagus. J Bronchology Interv Pulmonol. 2013;20.",Usefulness of transesophageal bronchoscopic ultrasound-guided fine-needle aspiration in the pathologic and molecular diagnosis of lung cancer lesions adjacent to the esophagus,J Bronchology Interv Pulmonol,2013,20,,,,,Araya T; Demura Y; Kasahara K
16,"Annema JT, Rabe KF. Endosonography for lung cancer staging: one scope fits all?. Chest. 2010;138.",Endosonography for lung cancer staging: one scope fits all?,Chest,2010,138,,,,,Annema JT; Rabe KF
