#,ama,title,journal,year,volume,issue,pages,doi,pmid,authors
1, Correct assembly of bronchoscope 4 (3-7) 2. Correct positioning of the head of the patient 3 (3-4. Correct assembly of bronchoscope 4 (3-7) 2. Correct positioning of the head of the patient 3 (3-4. None;None:3.,Correct assembly of bronchoscope 4 (3-7) 2. Correct positioning of the head of the patient 3 (3-4,Correct assembly of bronchoscope 4 (3-7) 2. Correct positioning of the head of the patient 3 (3-4,,,,3,,,
2, Protection of lips and teeth. Protection of lips and teeth. None;4(3-5).,Protection of lips and teeth,Protection of lips and teeth,,4,3-5,,,,
3, Holds the bronchoscope with right hand. Holds the bronchoscope with right hand. None;3(3-3):5.,Holds the bronchoscope with right hand,Holds the bronchoscope with right hand,,3,3-3,5,,,
4, Holds the bronchoscope with bevel up 3 (3-3) 6. Stabilization of telescope in the rigid bronchoscope 4. Holds the bronchoscope with bevel up 3 (3-3) 6. Stabilization of telescope in the rigid bronchoscope 4. None;None.,Holds the bronchoscope with bevel up 3 (3-3) 6. Stabilization of telescope in the rigid bronchoscope 4,Holds the bronchoscope with bevel up 3 (3-3) 6. Stabilization of telescope in the rigid bronchoscope 4,,,,,,,
5, Correct positioning of telescope so that whole distal rim of rigid bronchoscope is visible. Correct positioning of telescope so that whole distal rim of rigid bronchoscope is visible. None;3:8.,Correct positioning of telescope so that whole distal rim of rigid bronchoscope is visible,Correct positioning of telescope so that whole distal rim of rigid bronchoscope is visible,,3,,8,,,
6, Correct positioning of suction catheter in the bronchoscope. Correct positioning of suction catheter in the bronchoscope. None;3.,Correct positioning of suction catheter in the bronchoscope,Correct positioning of suction catheter in the bronchoscope,,3,,,,,
7, Introduction of rigid bronchoscope into the airway at appropriate angle 3.5 (3-4) 10. Follows tongue/uvula to epiglottis 4.5. Introduction of rigid bronchoscope into the airway at appropriate angle 3.5 (3-4) 10. Follows tongue/uvula to epiglottis 4.5. None;None.,Introduction of rigid bronchoscope into the airway at appropriate angle 3.5 (3-4) 10. Follows tongue/uvula to epiglottis 4.5,Introduction of rigid bronchoscope into the airway at appropriate angle 3.5 (3-4) 10. Follows tongue/uvula to epiglottis 4.5,,,,,,,
8, Able to obtain full view of vocal cords 6.5 (4-8) 13. Able to obtain full view of vocal cords 6.5 (4-8) 13. None;None.,Able to obtain full view of vocal cords 6.5 (4-8) 13,Able to obtain full view of vocal cords 6.5 (4-8) 13,,,,,,,
9, Able to insert bronchoscope through vocal cords with 90° rotation so that bevel is parallel to vocal cords 7 (3-9) 15. Able to insert bronchoscope through vocal cords with 90° rotation so that bevel is parallel to vocal cords 7 (3-9) 15. None;None.,Able to insert bronchoscope through vocal cords with 90° rotation so that bevel is parallel to vocal cords 7 (3-9) 15,Able to insert bronchoscope through vocal cords with 90° rotation so that bevel is parallel to vocal cords 7 (3-9) 15,,,,,,,
10, Keeps the rigid scope centered in the airway to avoid trauma 5. Keeps the rigid scope centered in the airway to avoid trauma 5. None;5.,Keeps the rigid scope centered in the airway to avoid trauma 5,Keeps the rigid scope centered in the airway to avoid trauma 5,,5,,,,,
11, Able to insert bronchoscope into trachea at the first attempt 10 (8-16) 18. Able to insert bronchoscope into trachea at the first attempt 10 (8-16) 18. None;None.,Able to insert bronchoscope into trachea at the first attempt 10 (8-16) 18,Able to insert bronchoscope into trachea at the first attempt 10 (8-16) 18,,,,,,,
