#,ama,title,journal,year,volume,issue,pages,doi,pmid,authors
1,Maher TM. A clinical approach to diffuse parenchymal lung disease. Immunol Allergy Clin North Am. 2012;32.,A clinical approach to diffuse parenchymal lung disease,Immunol Allergy Clin North Am,2012,32,,,,,Maher TM
2,"Raghu G, Collard HR, Egan JJ et al.. ATS/ERS/JRS/ALAT Committee on Idiopathic Pulmonary Fibrosis. An official ATS/ERS/ JRS/ALAT statement: idiopathic pulmonary fibrosis: evidence-based guidelines for diagnosis and management. Am J Respir Crit Care Med. 2011;183.",ATS/ERS/JRS/ALAT Committee on Idiopathic Pulmonary Fibrosis. An official ATS/ERS/ JRS/ALAT statement: idiopathic pulmonary fibrosis: evidence-based guidelines for diagnosis and management,Am J Respir Crit Care Med,2011,183,,,,,Raghu G; Collard HR; Egan JJ; Martinez FJ; Behr J; Brown KK; Colby TV; Cordier JF; Flaherty KR; Lasky JA
3,"Xaubet A, Ancochea J, Bollo E et al.. Sociedad Española de Neumología y Cirugía Tor ácica (SEPAR) Research Group on Diffuse Pulmonary Diseases. Guidelines for the diagnosis and treatment of idiopathic pulmonary fibrosis. Arch Bronconeumol. 2013;49.",Sociedad Española de Neumología y Cirugía Tor ácica (SEPAR) Research Group on Diffuse Pulmonary Diseases. Guidelines for the diagnosis and treatment of idiopathic pulmonary fibrosis,Arch Bronconeumol,2013,49,,,,,Xaubet A; Ancochea J; Bollo E; Ández-Fabrellas F; Franquet E; Molina-Molina T; Montero M; Serrano-Mollar MA; A
4,"Hodnett PA, Naidich DP. Fibrosing interstitial lung disease: a practical high-resolution computed tomography-based approach to diagnosis and management and a review of the literature. Am J Respir Crit Care Med. 2013;188.",Fibrosing interstitial lung disease: a practical high-resolution computed tomography-based approach to diagnosis and management and a review of the literature,Am J Respir Crit Care Med,2013,188,,,,,Hodnett PA; Naidich DP
5,"Sharp C, Mccabe M, Adamali H, Medford AR. Use of transbronchial cryobiopsy in the diagnosis of interstitial lung disease-a systematic review and cost analysis. QJM. 2017;110.",Use of transbronchial cryobiopsy in the diagnosis of interstitial lung disease-a systematic review and cost analysis,QJM,2017,110,,,,,Sharp C; Mccabe M; Adamali H; Medford AR
6,"Fruchter O, Fridel L, Raouf E et al.. Histological diagnosis of interstitial lung diseases by cryo-transbronchial biopsy. Respirology. 2014;19.",Histological diagnosis of interstitial lung diseases by cryo-transbronchial biopsy,Respirology,2014,19,,,,,Fruchter O; Fridel L; Raouf E; Abdel-Rahman BA; Rosengarten N; Kramer D; MR
7,"Griff S, Ammenwerth W, Sch Önfeld N et al.. Morphometrical analysis of transbronchial cryobiopsies. Diagn Pathol. 2011;6:53.",Morphometrical analysis of transbronchial cryobiopsies,Diagn Pathol,2011,6,,53,,,Griff S; Ammenwerth W; Sch Önfeld N; Bauer TT; Mairinger T; Blum TG; Kollmeier J; Gr Üning W
8,"Pajares V, Puzo C, Castillo D et al.. Diagnostic yield of transbronchial cryobiopsy in interstitial lung disease: a randomized trial. Respirology. 2014;19.",Diagnostic yield of transbronchial cryobiopsy in interstitial lung disease: a randomized trial,Respirology,2014,19,,,,,Pajares V; Puzo C; Castillo D; Lerma E; Montero MA; Ramos-Barb Ón D; Amor-Carro O; De Bernab É G; Franquet A; Plaza T; V
9,Reif F. Simple applications of macroscopic thermodynamics. Fundamentals of Statistical and Thermal Physics. 1965;None.,Simple applications of macroscopic thermodynamics,Fundamentals of Statistical and Thermal Physics,1965,,,,,,Reif F
10,"Ganganah O, Guo SL, Chiniah M, Li YS. Efficacy and safety of cryobiopsy versus forceps biopsy for interstitial lung diseases and lung tumours: a systematic review and meta-analysis. Respirology. 2016;21.",Efficacy and safety of cryobiopsy versus forceps biopsy for interstitial lung diseases and lung tumours: a systematic review and meta-analysis,Respirology,2016,21,,,,,Ganganah O; Guo SL; Chiniah M; Li YS
