#,ama,title,journal,year,volume,issue,pages,doi,pmid,authors
1,Special Report. Guidelines for Management of Incidental Pulmonary Nodules MacMahon et al mography screening for lung cancer: three rounds of the NELSON trial. Eur Respir J. 2013;42(6).,Guidelines for Management of Incidental Pulmonary Nodules MacMahon et al mography screening for lung cancer: three rounds of the NELSON trial,Eur Respir J,2013,42,6,,,,Special Report
2,"Zhao B, James LP, Moskowitz CS. Evaluating variability in tumor measurements from same-day repeat CT scans of patients with non-small cell lung cancer. Radiology. 2009;252(1).",Evaluating variability in tumor measurements from same-day repeat CT scans of patients with non-small cell lung cancer,Radiology,2009,252,1,,,,Zhao B; James LP; Moskowitz CS
3,"Shin KE, Lee KS, Yi CA, Chung MJ, Shin MH, Choi YH. Subcentimeter lung nodules stable for 2 years at LDCT: long-term follow-up using volumetry. Respirology. 2014;19(6).",Subcentimeter lung nodules stable for 2 years at LDCT: long-term follow-up using volumetry,Respirology,2014,19,6,,,,Shin KE; Lee KS; Yi CA; Chung MJ; Shin MH; Choi YH
4,"Gould MK, Fletcher J, Iannettoni MD. Evaluation of patients with pulmonary nodules: when is it lung cancer? ACCP evidencebased clinical practice guidelines (2nd edition). Chest. 2007;132(3).",Evaluation of patients with pulmonary nodules: when is it lung cancer? ACCP evidencebased clinical practice guidelines (2nd edition),Chest,2007,132,3,,,,Gould MK; Fletcher J; Iannettoni MD
5,"Soardi GA, Perandini S, Motton M, Montemezzi S. Assessing probability of malignancy in solid solitary pulmonary nodules with a new Bayesian calculator: improving diagnostic accuracy by means of expanded and updated features. Eur Radiol. 2015;25(1).",Assessing probability of malignancy in solid solitary pulmonary nodules with a new Bayesian calculator: improving diagnostic accuracy by means of expanded and updated features,Eur Radiol,2015,25,1,,,,Soardi GA; Perandini S; Motton M; Montemezzi S
6,"Goodsitt MM, Chan HP, Way TW, Schipper MJ, Larson SC, Christodoulou EG. Quantitative CT of lung nodules: dependence of calibration on patient body size, anatomic region, and calibration nodule size for single-and dual-energy techniques. Med Phys. 2009;36(7).","Quantitative CT of lung nodules: dependence of calibration on patient body size, anatomic region, and calibration nodule size for single-and dual-energy techniques",Med Phys,2009,36,7,,,,Goodsitt MM; Chan HP; Way TW; Schipper MJ; Larson SC; Christodoulou EG
7,"Herold CJ, Bankier AA, Fleischmann D. Lung metastases. Eur Radiol. 1996;6(5).",Lung metastases,Eur Radiol,1996,6,5,,,,Herold CJ; Bankier AA; Fleischmann D
8,"Peters R, Heuvelmans MA, Vliegenthart R et al.. Prevalence of pulmonary multi-nodularity in CT lung cancer screening and lung cancer probability. Radiological Society of North America Scientific Assembly and Annual Meeting Program. 2015;None:111.",Prevalence of pulmonary multi-nodularity in CT lung cancer screening and lung cancer probability,Radiological Society of North America Scientific Assembly and Annual Meeting Program,2015,,,111,,,Peters R; Heuvelmans MA; Vliegenthart R; Van Ooijen PM; Bock D; Oudkerk GH; M
9,"Kakinuma R, Muramatsu Y, Kusumoto M. Solitary pure ground-glass nodules 5 mm or smaller: frequency of growth. Radiology. 2015;276(3).",Solitary pure ground-glass nodules 5 mm or smaller: frequency of growth,Radiology,2015,276,3,,,,Kakinuma R; Muramatsu Y; Kusumoto M
10,Aoki T. Growth of pure ground-glass lung nodule detected at computed tomography. J Thorac Dis. 2015;7(9).,Growth of pure ground-glass lung nodule detected at computed tomography,J Thorac Dis,2015,7,9,,,,Aoki T
